varx_ig,varx_lrp,varx,clue,infoshap
0.12635893347924856,8.932071089744557,0.12756412406364698,4.607263802697829,1.8365369439125125
0.3739861914828983,14.553487300872787,0.22297220528189315,4.816233968444533,1.577810905873781
0.17942218000546067,31.496750593185535,0.2045055726538836,4.367915586004134,1.4426663741469434
0.12302826759138513,13.83957159519194,0.3137117828977164,7.037585256055303,1.5926712155342084
0.2800382141180533,16.49260836839674,0.2405148731150006,5.799384146616849,0.931408166885375
0.4255407627394537,23.503750562667875,0.2297028713023716,4.137205873237061,4.3930956870317415
0.28629347147760037,13.149572074413316,0.28168318201319964,7.861989635242661,1.0951327867805947
0.23451775126082047,1.9778047800064158,0.12605543710510736,8.58426183257555,3.0064895600080526
0.16032117354784664,20.63997173309324,0.2199556858350492,7.386156149907831,2.72666850686073
0.5704525505766543,14.936708271503502,0.29070397577704776,4.881142854516961,1.416978567838674
0.2800382141180533,16.49260836839674,0.3146693664716893,5.799384146616849,0.931408166885375
0.449353904087685,15.101748347282394,0.17800298604499287,4.689290986470359,2.096984378993509
0.16263078414230564,24.492516517639245,0.14437262193632164,4.374996502419468,1.781062960624701
0.44619597327181826,15.101854741573318,0.24229840441581066,5.2135630331504,2.3105907887220463
0.16183543685156082,1.2359741851687476,0.0771078017970865,6.410338163674952,2.8437100499868495
0.25491783540023544,17.191388547420523,0.2717797181116507,4.425933141070176,1.1800840906798826
0.0989701888429823,15.529713749885541,0.3387275100692558,4.31808103649612,1.3994788974523529
0.16956907615386413,15.331406056880933,0.1073795355602371,4.416929379770298,1.1796272993087782
0.22487329279794863,16.589250683784467,0.22740024381027507,4.409384871802453,1.2743008509278284
0.23252195971576056,8.516603261232367,0.2923236559127289,4.818970132038391,1.0600903406739224
0.23767077790162777,22.26753401756284,0.2579692140069415,5.1628205657072135,1.33353430777788
0.33236649901455745,53.898161172866764,0.2950279504518691,4.1954751483183665,1.2652991116046892
0.27710942995123905,44.505953550338695,0.2652623859077054,4.485808318393951,2.4352384284138653
0.3273983780651187,9.636441349983249,0.22943034745695137,4.301018581536865,1.2023174464702648
0.08927708953021689,8.123021990060797,0.19744516634053907,5.787368439171807,1.7729425728321055
0.5860877210735265,11.99881643056871,0.31316073050078036,4.249682417468146,2.4692362546920865
0.359881523214813,30.147803664207565,0.24195154998938184,5.685351377197496,0.5447656419128198
0.24054328274589423,17.286819219589216,0.11405088841529289,4.889016490660918,1.4409961402416214
0.24636949936357985,13.023428499698655,0.2713375149211917,4.8702979944973315,1.7306927740573945
0.171176357961092,13.662605345249224,0.1680008914677617,6.531706276272605,1.45912572741509
0.29265644676690905,8.399030685424815,0.19825540586466567,4.527892089512958,1.2309619970619723
0.23252195971576056,8.516603261232367,0.27663581731506104,4.818970132038391,1.0600903406739224
0.0691955700610803,3.9502488523721744,0.11491266209803011,4.412302902509424,0.940233886241914
0.5603753740027703,13.119374871253953,0.21231564130116412,4.386110894572057,0.735618654638528
0.3323184647752753,10.338273167610181,0.26948426723797847,6.301174045100511,2.1410327106714324
0.2884129468699977,16.529206752777082,0.25599837656500685,4.505154007516021,1.3465460166335121
0.5603753740027703,13.119374871253953,0.348333349755494,4.386110894572057,0.735618654638528
0.1770222093580671,43.42448687553411,0.1792288346497243,6.005865589063229,1.5448900088667925
0.23118067060383168,9.14524707198142,0.29283936832719687,4.204665216413666,0.755679063498973
0.3970211240856311,24.10060000419614,0.2514292141952997,5.6695790994710045,1.3316630199551567
0.06830862391123398,11.493031740188586,0.08452430403679306,4.252529344655423,4.587330043315882
0.0869284004813481,0.09888226725161064,0.07429881667208345,4.317347053503467,3.0394533276557887
0.06463778690715546,4.635298848152155,0.1369205487781401,4.347834531638207,4.573438078165049
0.0711214768936585,1.2093353234231514,0.1479885393266908,5.405639835936746,1.0473177060484924
0.3192050542257674,19.09005099534991,0.22610638626673404,4.416619042495311,1.213458023965363
0.28037379725347167,12.109291255474076,0.2205841351839255,4.393391578979772,0.47082278318703125
0.1379542737906771,65.56946468353294,0.186874569684245,4.500050222137945,1.781062960624701
0.28037379725347167,12.109291255474076,0.246888536309634,4.393391578979772,0.47082278318703125
0.24719678310574972,20.839611232280706,0.2780419154173464,5.7044349284503255,0.6407727207988524
0.18961251271217658,12.246733903884902,0.2842431789188141,4.9806032642042055,2.4869712442159626
0.5830695609026134,17.948550403118197,0.2221063555263385,5.57808025159843,0.8176290169358245
0.18415693780481796,15.370437741279657,0.17269273746574143,5.140458004174308,1.2733525335788771
0.4477276764953341,9.149374544620525,0.2826359011133085,6.407070836018271,1.221003960818051
0.07959838118348475,8.073693215847026,0.1674942042390752,4.674735270122283,3.3915048390626947
0.04032529337364527,19.371475160121896,0.1223885120306339,6.886796610876768,1.3507482782006248
0.3273983780651187,9.636441349983249,0.28771977977335117,4.301018581536865,1.2023174464702648
0.3387659729497542,7.882515817880622,0.2703681797695029,12.664103312666949,2.4942695796489804
0.13969889202898578,45.66258215904231,0.13728289923811865,5.729639516656085,1.4585058242082647
0.2173039988997473,7.8776091635227115,0.2654844301742205,4.450220209060931,0.8649816736578931
0.5456826760335328,8.062433570623389,0.24491742206330921,4.397926773233805,0.8176290169358245
0.20872715611389012,19.375488102436133,0.16500629976130968,35.77374787333435,2.5942863151431177
0.12239227048577167,20.946775317192053,0.21029617780612508,4.929954530680531,0.83826645836234
0.16136012654894652,14.180169761180862,0.16136090699826405,4.284449602145209,2.5012679770588906
0.4805749721375762,11.90661013126372,0.2528799891013343,5.026528092772915,0.829050835222005
0.1250014798641588,14.764353275299056,0.3878294560553952,4.204208797497952,1.259005498141049
0.11380050390204575,18.761844635009744,0.10808430614274453,4.281355695279311,3.261031955480587
0.27370472512169647,13.072019398212479,0.23584395853843088,4.301939503029538,2.515256166458127
0.1570453900090766,18.949820816516855,0.2822196455664466,4.469034221250964,1.428373865783213
0.07959838118348475,8.073693215847026,0.11935711421789945,4.674735270122283,3.3915048390626947
0.18415693780481796,15.370437741279657,0.16660952078544808,5.140458004174308,1.2733525335788771
0.2884129468699977,16.529206752777082,0.3109646073153318,4.505154007516021,1.3465460166335121
0.5830695609026134,17.948550403118197,0.23899243530200426,5.57808025159843,0.8176290169358245
0.3739861914828983,14.553487300872787,0.28095831282865535,4.816233968444533,1.577810905873781
0.7653397538796812,13.694453537464126,0.2470087744509886,4.223544320025661,1.8304094150662402
0.16183543685156082,1.2359741851687476,0.07182465737856004,6.410338163674952,2.8437100499868495
0.16032117354784664,20.63997173309324,0.18346493499057898,7.386156149907831,2.72666850686073
0.17043352329628753,17.056177675724012,0.14791905289530796,4.49110917234472,0.740148548036813
0.09801809006450242,7.733194559812537,0.16234762412543466,4.30259544381247,1.5250898748636228
0.16956907615386413,15.331406056880933,0.10472653169971069,4.416929379770298,1.1796272993087782
0.2863065064652952,7.523271739482906,0.2176121651693064,4.527842517735746,1.374576218426226
0.43155756613543717,11.97455728054048,0.21200168185698073,4.357510598327891,1.0283375903964032
0.18961251271217658,12.246733903884902,0.23330280895364808,4.9806032642042055,2.4869712442159626
0.2651531979383757,23.403855085373007,0.2182499193154857,5.3002950936891535,1.4379094541072897
0.2507467532985491,28.373735189437834,0.17319789623248075,4.624851409149675,2.75228105485439
0.38681432721139064,46.72537350654597,0.2648582173799957,8.77810128899996,2.0805858895182685
0.20560753743167565,16.02341955900198,0.18620571189593227,4.6560785690391535,3.0858909934759104
0.15786890165441417,30.744092345237696,0.14009550628580764,5.675669236773347,1.4407337531447395
0.6386608430019823,54.52154660224934,0.2528660777724953,4.422663325367572,4.53114321827888
0.17487667842362203,24.324991822242822,0.1353593265031107,4.371086862900912,1.1866925843060059
0.18306855853204376,10.472570300102221,0.2997737990256409,29.680984363596956,2.4869712442159626
0.35172516093980244,41.79952061176295,0.22926242042355835,4.802808847070617,4.6105268150567955
0.23396123195329757,1.9778093174099993,0.16786306587504762,11.157100156834046,3.773915648460384
